country_code,year,week,rate_14_day,pps
EE,2020,53,558.5690300916957,85
EE,2021,1,599.5662999438352,86
EE,2021,2,587.1019285235877,86
EE,2021,3,538.6710877641921,86
EE,2021,4,543.2513688282589,86
EE,2021,5,553.0877101297797,86
EE,2021,6,624.9455622332549,86
EE,2021,7,760.8522626588457,86
EE,2021,8,1032.8158366596683,86
EE,2021,9,1333.0119627931003,86
EE,2021,10,1462.3110446344635,86
EE,2021,11,1517.8000234270114,86
EE,2021,12,1361.3946880753508,86
EE,2021,13,619.088809397235,86
EE,2021,14,381.89031953842783,86
EE,2021,15,600.9929448654299,86
EE,2021,16,446.38968730946783,86
EE,2021,17,375.8833935527664,86
EE,2021,18,351.7806030352997,86
EE,2021,19,311.8345452306509,86
EE,2021,20,250.41372702726244,86
EE,2021,21,175.7776716554187,86
EE,2021,22,111.7288233333033,86
EE,2021,23,74.48588222220219,86
EE,2021,24,49.70731253134864,86
EE,2021,25,33.56369894488345,86
EE,2021,26,29.43393732974119,86
EE,2021,27,39.64571150536569,86
EE,2021,28,50.7585245788394,86
EE,2021,29,76.58830631718371,86
EE,2021,30,141.98871298607295,86
EE,2021,31,204.0853103628484,86
EE,2021,32,256.3455664381031,86
EE,2021,33,293.73868069884577,86
EE,2021,34,333.8349116531361,86
EE,2021,35,366.4975717001703,86
EE,2021,36,404.0408591105545,86
EE,2021,37,468.08970743266985,86
EE,2021,38,528.7596598878507,86
EE,2021,39,657.3078759810061,86
EE,2021,40,857.8641173272783,86
EE,2021,41,1085.3013524593855,86
EE,2021,42,1350.5822213011602,86
EE,2021,43,1656.1845808216874,86
EE,2021,44,919.209848955846,86
EE,2021,45,518.0222796884808,86
EE,2021,46,894.0558463908887,86
EE,2021,47,695.1515096906734,86
EE,2021,48,564.2005232032534,86
EE,2021,49,506.2336874416202,86
EE,2021,50,541.974897056306,86
EE,2021,51,638.8365785750971,86
EE,2021,52,806.0543807009482,86
EE,2022,1,892.1786820203695,85
EE,2022,2,1589.2824426563827,85
EE,2022,3,3205.671138823063,85
EE,2022,4,5132.467735298799,85
EE,2022,5,6691.415201727592,85
EE,2022,6,6455.793529940021,85
EE,2022,7,5795.632364115825,85
EE,2022,8,5327.467570108335,85
EE,2022,9,4083.433198477845,85
EE,2022,10,2827.3098883012112,85
EE,2022,11,1948.4966165989383,85
EE,2022,12,1516.2232053557752,85
EE,2022,13,1205.9654781963604,85
EE,2022,14,902.5406293456356,85
EE,2022,15,639.8877906225879,85
EE,2022,16,457.5025003829416,85
EE,2022,17,360.0401262655842,85
EE,2022,18,264.9054359676707,85
EE,2022,19,199.88046217288533,85
EE,2022,20,159.6340580689535,85
EE,2022,21,133.20358373204306,85
EE,2022,22,120.28869286287087,85
EE,2022,23,121.71533778446548,85
EE,2022,24,124.793887352117,85
EE,2022,25,121.64025120964472,85
EE,2022,26,160.91052984090658,85
EE,2022,27,188.1669565008455,85
EE,2022,28,203.70987748874447,85
EE,2022,29,267.23311978711456,85
EE,2022,30,318.06673094077473,85
EE,2022,31,335.486816299193,85
EE,2022,32,313.26119015224555,85
EE,2022,33,252.21580482296088,85
EE,2022,34,190.1942940210062,85
EE,2022,35,144.84200282926213,85
EE,2022,36,130.35029388885386,85
EE,2022,37,157.90706684807583,85
EE,2022,38,178.48078834896637,85
EE,2022,39,188.01678335120397,85
EE,2022,40,188.6174759497701,85
EE,2022,41,169.6205725201157,85
EE,2022,42,159.03336547038737,85
EE,2022,43,134.2547957795338,85
EE,2022,44,96.5613352195081,85
EE,2022,45,78.31529753806139,85
EE,2022,46,73.65992989917375,85
EE,2022,47,72.45854470204145,85
EE,2022,48,75.83744056897604,85
EE,2022,49,87.10042679209128,85
EE,2022,50,108.34992746636873,85
EE,2022,51,112.62986223115252,85
EE,2022,52,91.75579443097892,85
EE,2023,1,70.43120718188071,81
EE,2023,2,58.1170089112747,81
EE,2023,3,50.90869772848094,81
EE,2023,4,51.43430375222632,81
EE,2023,5,51.80973662633016,81
EE,2023,6,47.60488843636713,81
EE,2023,7,48.80627363349942,81
EE,2023,8,44.52633886871563,81
EE,2023,9,43.24986709676256,81
EE,2023,10,46.32841666441407,81
EE,2023,11,50.7585245788394,81
EE,2023,12,53.53672784720783,81
EE,2023,13,54.88828619398166,81
EE,2023,14,58.1170089112747,81
EE,2023,15,56.84053713932164,81
EE,2023,16,52.185169500434,81
EE,2023,17,46.103156939951766,81
EE,2023,18,36.942594811818026,81
EE,2023,19,30.109716503128105,81
EE,2023,20,28.082378982967363,81
EE,2023,21,24.778569690853555,81
EE,2023,22,20.198288626786685,81
EE,2023,23,16.218700161285962,81
EE,2023,24,11.938765396502166,81
EE,2023,25,8.55986952956759,81
EE,2023,26,6.532532009406846,81
EE,2023,27,5.030800512991479,81
EE,2023,28,5.631493111557626,81
EE,2023,29,6.83287830868992,81
EE,2023,32,3.303809292113807,81
EE,2023,33,3.003462992830734,81
EE,2023,34,4.580281064066869,81
EE,2023,35,7.358484332435298,81
EE,2023,36,10.88755334901141,81
EE,2023,37,13.14015059363446,81
EE,2023,38,14.341535790766754,81
EE,2023,39,15.693094137540584,81
EE,2023,40,14.266449215945986,81
EE,2023,41,13.740843192200607,81
EE,2023,42,19.447422878579,81
EE,2023,43,32.36231374775116,81
EE,2023,44,52.56060237453784,81
EE,2023,45,67.65300391351228,81
EE,2023,46,75.31183454523065,81
EE,2023,47,84.09696379926055,81
FI,2020,10,0.7209492161569766,114
FI,2020,11,6.32632937177747,114
FI,2020,12,15.446336956163224,114
FI,2020,13,21.30404933743866,114
FI,2020,14,28.98215848951046,114
FI,2020,15,34.191016576244614,114
FI,2020,16,31.01884002515392,114
FI,2020,17,27.50421259638866,114
FI,2020,18,24.49424961893328,114
FI,2020,19,22.349425700866277,114
FI,2020,20,18.258038899175432,114
FI,2020,21,11.120641659221365,114
FI,2020,22,6.921112475106975,114
FI,2020,23,4.722217365828197,114
FI,2020,24,2.7576307518004355,114
FI,2020,25,1.892491692412064,114
FI,2020,26,1.892491692412064,114
FI,2020,27,1.8023730403924412,114
FI,2020,28,1.5139933539296508,114
FI,2020,29,1.4599221627178776,114
FI,2020,30,1.784349309988517,114
FI,2020,31,2.523322256549418,114
FI,2020,32,4.560003792192877,114
FI,2020,33,6.200163258949999,114
FI,2020,34,6.61470905824026,114
FI,2020,35,6.2722581805656965,114
FI,2020,36,7.065302318338371,114
FI,2020,37,10.634000938315404,114
FI,2020,38,14.851553852833716,114
FI,2020,39,21.43021545026613,114
FI,2020,40,33.325877516856245,114
FI,2020,41,49.67340099321569,114
FI,2020,42,52.322889362592576,114
FI,2020,43,45.4738718091013,114
FI,2020,44,48.700119551403766,114
FI,2020,45,51.76415372007092,114
FI,2020,46,55.27878114883618,114
FI,2020,47,76.6369016774866,114
FI,2020,48,103.4201650577183,114
FI,2020,49,110.881989444943,114
FI,2020,50,106.73653145204038,114
FI,2020,51,94.35422866454432,114
FI,2020,52,71.77049446842702,114
FI,2020,53,63.101080144139374,114
FI,2021,1,68.47215180450885,112
FI,2021,2,67.08432456340667,112
FI,2021,3,74.27579299457251,112
FI,2021,4,91.25414703506932,112
FI,2021,5,95.86822201847396,112
FI,2021,6,93.00244888425,112
FI,2021,7,109.96277919434286,112
FI,2021,8,135.95299843680186,112
FI,2021,9,152.2824981827574,112
FI,2021,10,169.36899460567773,112
FI,2021,11,173.9289983978706,112
FI,2021,12,160.30305821250374,112
FI,2021,13,134.40295762206435,112
FI,2021,14,104.88008722043617,112
FI,2021,15,80.81840713119708,112
FI,2021,16,63.87610055150813,112
FI,2021,17,54.0351437509654,112
FI,2021,18,52.10660459774548,112
