country_code,year,week,rate_14_day
GR,2021,4,84.50462925517951
GR,2021,5,123.32953019479756
GR,2021,6,152.3263104336209
GR,2021,7,159.06641266519705
GR,2021,8,191.12253008714717
GR,2021,9,252.40487803665508
GR,2021,10,299.7481209455417
GR,2021,11,318.9932639131485
GR,2021,12,328.8978680435214
GR,2021,13,383.03857575616775
GR,2021,14,413.0774427229937
GR,2021,15,389.463183840734
GR,2021,16,362.2350829109058
GR,2021,17,314.3851372810638
GR,2021,18,286.9084652051065
GR,2021,19,289.920000244747
GR,2021,20,262.8926683175615
GR,2021,21,224.22073423709975
GR,2021,22,176.8966121856077
GR,2021,23,118.76920570619924
GR,2021,24,76.80848415387625
GR,2021,25,54.2076307135273
GR,2021,26,74.10288283254852
GR,2021,27,179.95594936873445
GR,2021,28,302.22427197813494
GR,2021,29,344.70125668011053
GR,2021,30,349.94037160621514
GR,2021,31,364.3096959382136
GR,2021,32,403.0676738769508
GR,2021,33,429.69346779885086
GR,2021,34,421.6149055496568
GR,2021,35,375.3328702261672
GR,2021,36,307.87448533822214
GR,2021,37,286.6694544876748
GR,2021,38,281.6789107076993
GR,2021,39,278.4857275228107
GR,2021,40,290.31197782133506
GR,2021,41,314.461620710642
GR,2021,42,383.9563769111058
GR,2021,43,471.9314417833948
GR,2021,44,670.147809963917
GR,2021,45,858.8706724480492
GR,2021,46,892.5616231772326
GR,2021,47,879.8558134385593
GR,2021,48,824.6538981405157
GR,2021,49,735.3499336793061
GR,2021,50,636.8392763826245
GR,2021,51,737.3863049918249
GR,2021,52,2368.835220466354
GR,2022,1,4233.319585436867
GR,2022,2,3701.233926290242
GR,2022,3,2658.2389575614484
GR,2022,4,2484.487726417243
GR,2022,5,2412.4785774693964
GR,2022,6,2388.720912156678
GR,2022,7,2380.1165263291336
GR,2022,8,2185.227187335262
GR,2022,9,1992.775757659194
GR,2022,10,2233.7559234026103
GR,2022,11,2696.939572928002
GR,2022,12,2829.179422668656
GR,2022,13,2750.143358628316
GR,2022,14,2320.717582832988
GR,2022,15,1540.4814364199942
GR,2022,16,1015.8529116572412
GR,2022,17,852.4078226486938
GR,2022,18,742.2143214839468
GR,2022,19,604.9552466772252
GR,2022,20,551.2160769698642
GR,2022,21,500.6700904473917
GR,2022,22,483.56648350797366
GR,2022,23,533.7682945973444
GR,2022,24,735.416856680187
GR,2022,25,1152.4331960264565
GR,2022,26,1712.377944396929
GR,2022,27,2185.0646600474083
GR,2022,28,2356.148531585075
GR,2022,29,2238.507456465154
GR,2022,30,2011.141341186652
GR,2022,31,1710.4562982287775
GR,2022,32,1325.3335490166048
GR,2022,33,979.886578898107
GR,2022,34,795.6571179016925
GR,2022,35,672.4901149947484
GR,2022,36,547.6978392092684
GR,2022,37,512.7066701772561
GR,2022,38,577.9565960361315
GR,2022,39,710.206006205483
GR,2022,40,774.3756036215668
GR,2022,41,797.0433800627967
GR,2022,42,812.1679782618796
GR,2022,43,788.7927300970517
GR,2022,44,835.0556445631468
GR,2022,45,840.8397039249958
GR,2022,46,776.3259310758102
GR,2022,47,679.4883488011509
GR,2022,48,603.253490369111
GR,2022,49,650.0900305570422
GR,2022,50,667.1267144955793
GR,2022,51,575.4708845748411
GR,2022,52,589.2283414702142
GR,2023,1,707.7489760302843
GR,2023,2,706.8789770188328
GR,2023,3,563.8167219928675
GR,2023,4,379.874073857371
GR,2023,5,262.0704714495962
GR,2023,6,222.33732978373737
GR,2023,7,231.86907719491668
GR,2023,8,267.67288266619704
GR,2023,9,270.88518670848015
GR,2023,10,226.8307312714548
GR,2023,11,170.75881696195964
GR,2023,12,141.66643243616355
GR,2023,13,138.24379896254052
GR,2023,14,130.0983137124655
GR,2023,15,120.60480801607528
GR,2023,16,141.54214686309905
GR,2023,17,152.46971686407997
GR,2023,18,133.0142444651332
GR,2023,19,132.2494101693515
GR,2023,20,141.5325864344018
GR,2023,21,131.18820258395442
GR,2023,22,99.33285416464705
GR,2023,23,70.7949745032927
GR,2023,24,53.653125849085576
GR,2023,25,46.21511232260863
GR,2023,26,40.31632781639235
GR,2023,27,35.59347603994041
GR,2023,28,36.9223756288611
GR,2023,29,43.85368643438267
GR,2023,30,57.10444060880045
GR,2023,31,74.56178341001753
GR,2023,32,94.65780453168144
GR,2023,33,107.63130627387837
GR,2023,34,121.00634602136068
GR,2023,35,136.28391107959993
GR,2023,36,142.6511565919825
GR,2023,37,154.6781758931496
GR,2023,38,190.96000279929356
GR,2023,39,218.1403015856353
GR,2023,40,229.6128160223607
GR,2023,41,245.5404902320144
GR,2023,42,239.02983828917277
GR,2023,43,205.2050415582275
GR,2023,44,180.5582563766625
GR,2023,45,162.79497985713277
GR,2023,46,148.58818281298787
